frame,pa_x,pa_y,pa_z,po_a,po_x,po_y,po_z,pav_x,pav_y,pav_z,rsa_x,rsa_y,rsa_z,rso_a,rso_x,rso_y,rso_z,rsav_x,rsav_y,rsav_z,lsa_x,lsa_y,lsa_z,lso_a,lso_x,lso_y,lso_z,lsav_x,lsav_y,lsav_z,lula_x,lula_y,lula_z,lulo_a,lulo_x,lulo_y,lulo_z,lulav_x,lulav_y,lulav_z,llla_x,llla_y,llla_z,lllo_a,lllo_x,lllo_y,lllo_z,lllav_x,lllav_y,lllav_z,lfa_x,lfa_y,lfa_z,lfo_a,lfo_x,lfo_y,lfo_z,lfav_x,lfav_y,lfav_z,label,subject_id
16692,-0.083775,0.123798,-0.485731,0.59396,-0.423043,-0.458976,0.50753,0.092808,1.755214,0.141336,0.380039,0.498761,-3.601702,0.379156,0.169877,0.026089,-0.909231,0.253969,3.70458,0.459536,1.09431,0.658682,-4.440474,0.760825,-0.023096,-0.18985,-0.620136,0.397545,2.894886,-0.17383,0.198508,-0.504596,-0.272447,0.156776,0.033748,0.739022,0.654315,0.098716,-0.508745,-0.243504,0.198508,-0.504596,-0.272447,0.156776,0.033748,0.739022,0.654315,-0.005288,-0.332375,-0.335138,0.020307,-0.219481,0.007212,0.07179,-0.211757,-0.270223,-0.936475,0.397545,2.894886,-0.17383,2,5
16693,0.484741,0.787158,-0.261818,0.600369,-0.4147,-0.451214,0.513797,0.105548,1.737263,0.121727,-0.262095,0.171828,-3.853126,0.380429,0.144903,0.037,-0.912638,0.024746,3.281876,0.282243,0.94368,0.394824,-4.1468,0.764085,-0.036937,-0.16912,-0.621456,0.325489,2.99006,-0.255889,-0.010264,-0.121227,-0.255953,0.164325,0.035992,0.736418,0.655279,0.299561,-0.548426,-0.777115,-0.010264,-0.121227,-0.255953,0.164325,0.035992,0.736418,0.655279,-0.031428,-0.361028,-0.325949,-0.135676,-0.247939,0.116964,0.071297,-0.211988,-0.270961,-0.936247,0.325489,2.99006,-0.255889,2,5
16694,1.086737,1.176402,0.246995,0.606881,-0.406501,-0.442968,0.519838,0.082794,1.757535,0.067044,-0.43962,-0.346213,-3.591727,0.381276,0.123429,0.046367,-0.91501,0.02744,2.811894,0.240193,0.274008,0.146797,-3.443876,0.766871,-0.052613,-0.145553,-0.622861,0.368194,3.377234,-0.349362,-0.497519,-0.173136,-0.244524,0.173798,0.040279,0.733035,0.656378,0.404521,-0.573803,-1.109859,-0.497519,-0.173136,-0.244524,0.173798,0.040279,0.733035,0.656378,-0.053922,-0.378254,-0.128743,-0.11146,-0.070703,-0.002561,0.07091,-0.21212,-0.2715,-0.93609,0.368194,3.377234,-0.349362,2,5
16695,1.383864,0.86223,0.624243,0.613738,-0.39807,-0.433666,0.526118,0.037754,1.878963,0.023752,-0.026742,-0.430408,-3.267475,0.381941,0.102635,0.056785,-0.916713,0.180162,2.776503,0.262213,-0.82914,0.185243,-3.172218,0.769138,-0.069391,-0.121342,-0.623609,0.299943,3.513914,-0.351458,-0.900604,-0.03861,-0.229192,0.182468,0.043641,0.729934,0.657265,0.348186,-0.569147,-0.968157,-0.900604,-0.03861,-0.229192,0.182468,0.043641,0.729934,0.657265,-0.03371,-0.372603,0.153722,0.012997,-0.058454,0.058612,0.070624,-0.212167,-0.271937,-0.935974,0.299943,3.513914,-0.351458,2,5
16696,1.629021,-0.020048,0.329453,0.621066,-0.388604,-0.423124,0.533133,0.021654,2.03258,0.025445,0.6069,-0.120585,-3.158441,0.382433,0.081546,0.068325,-0.917838,0.300623,2.96585,0.278494,-0.654182,0.186008,-3.235439,0.770745,-0.08414,-0.101709,-0.62332,0.126198,3.076805,-0.231205,-0.626749,0.443391,0.155248,0.187957,0.043628,0.727805,0.65808,0.209661,-0.552476,-0.441006,-0.626749,0.443391,0.155248,0.187957,0.043628,0.727805,0.65808,0.028182,-0.418677,0.302263,0.111361,0.33277,-0.106817,0.070287,-0.212231,-0.272576,-0.935799,0.126198,3.076805,-0.231205,2,5
16697,1.236174,-0.462196,-0.293743,0.628383,-0.379038,-0.412251,0.539921,0.01722,2.115157,0.015879,0.06657,0.325446,-3.094,0.382251,0.058001,0.081864,-0.918596,0.412999,3.218856,0.267078,-0.116496,0.44516,-3.330958,0.772313,-0.098299,-0.082964,-0.622083,0.099402,2.821175,-0.136998,0.439447,0.731663,0.333907,0.191718,0.04196,0.726057,0.659033,0.161578,-0.506911,-0.132177,0.439447,0.731663,0.333907,0.191718,0.04196,0.726057,0.659033,0.046659,-0.523813,0.271911,-0.028771,-0.340974,0.012242,0.069895,-0.212292,-0.273542,-0.935533,0.099402,2.821175,-0.136998,2,5
16698,1.202391,-0.2935,-0.534693,0.636152,-0.368952,-0.400729,0.546445,0.048118,2.208203,-0.037176,-0.666299,0.517943,-2.603819,0.382193,0.031911,0.097266,-0.918395,0.509964,3.57722,0.362294,0.142323,0.685104,-3.431677,0.773032,-0.113692,-0.062844,-0.620923,0.078153,3.031453,-0.236385,0.764273,0.136842,-0.497136,0.194632,0.039621,0.724459,0.660082,0.146753,-0.483284,-0.003709,0.764273,0.136842,-0.497136,0.194632,0.039621,0.724459,0.660082,0.004596,-0.545404,0.128469,0.212263,-0.126843,-0.03564,0.069636,-0.212322,-0.273813,-0.935466,0.078153,3.031453,-0.236385,2,5
16699,0.851573,0.269643,-0.084059,0.644044,-0.358488,-0.389142,0.552505,0.100498,2.223307,-0.065494,-1.693423,0.104043,-2.191562,0.381981,0.006645,0.112324,-0.917295,0.520833,3.468944,0.375181,-0.510926,0.524824,-2.651869,0.772482,-0.131515,-0.04111,-0.619907,-0.043723,3.350754,-0.385015,0.190889,-0.231338,-0.864437,0.196975,0.037173,0.723828,0.660221,-0.008718,-0.415365,0.034277,0.190889,-0.231338,-0.864437,0.196975,0.037173,0.723828,0.660221,0.048129,-0.458676,-0.236016,-0.073968,0.226584,-0.078674,0.069298,-0.212455,-0.274388,-0.935293,-0.043723,3.350754,-0.385015,2,5
16700,1.260401,0.894951,0.279771,0.650368,-0.350594,-0.379633,0.556761,0.056244,1.741411,-0.13166,-1.868162,-0.216058,-1.915168,0.381069,-0.012207,0.123677,-0.916156,0.407731,2.602267,0.210116,-1.640747,0.305546,-1.744467,0.770872,-0.15057,-0.020117,-0.618612,-0.231619,3.372905,-0.432677,-0.358784,0.165563,-0.427198,0.19874,0.035153,0.72348,0.660184,-0.033907,-0.3238,0.040008,-0.358784,0.165563,-0.427198,0.19874,0.035153,0.72348,0.660184,0.046984,-0.359663,-0.488085,-0.136233,-0.224417,0.08767,0.06901,-0.212573,-0.274889,-0.93514,-0.231619,3.372905,-0.432677,2,5
16701,2.008996,0.570688,-0.07467,0.655659,-0.343848,-0.37081,0.560696,-0.016344,1.550571,-0.111338,-1.176989,-0.134074,-1.75845,0.379992,-0.028806,0.134069,-0.914769,0.408353,2.313542,0.171099,-2.252122,0.047373,-1.274553,0.769076,-0.167731,-0.002821,-0.61675,-0.335966,2.899795,-0.322869,0.010804,0.984036,-0.146273,0.19981,0.033198,0.722934,0.660561,0.022257,-0.26467,0.098391,0.010804,0.984036,-0.146273,0.19981,0.033198,0.722934,0.660561,0.042246,-0.351461,-0.460743,-0.087003,0.141585,-0.120248,0.068806,-0.212692,-0.275501,-0.934948,-0.335966,2.899795,-0.322869,2,5
16702,2.171941,0.004212,-0.747666,0.661355,-0.335936,-0.360246,0.565667,-0.064483,1.753317,-0.075034,-0.918203,-0.056262,-1.411769,0.379195,-0.047683,0.14583,-0.912508,0.476279,2.757724,0.262653,-1.629749,0.075148,-1.132649,0.767214,-0.181971,0.012113,-0.614917,-0.239503,2.61607,-0.269233,1.160262,1.183814,-0.077917,0.199504,0.030047,0.723113,0.660608,-0.085081,-0.245649,0.34257,1.160262,1.183814,-0.077917,0.199504,0.030047,0.723113,0.660608,0.062829,-0.297379,-0.288944,0.001683,-0.592638,0.223443,0.068537,-0.212924,-0.275674,-0.934864,-0.239503,2.61607,-0.269233,2,5
16703,1.106691,-0.173751,-0.590083,0.667011,-0.327583,-0.349596,0.570586,-0.041307,1.85964,-0.062903,-1.993821,0.098481,-0.56215,0.377934,-0.068622,0.159235,-0.909451,0.566791,2.938017,0.285105,-2.004602,0.186693,-1.084843,0.765135,-0.196706,0.0274,-0.612475,-0.266531,2.547617,-0.249045,2.455429,0.514349,0.15088,0.198844,0.024835,0.723878,0.660186,-0.222257,-0.33845,0.504083,2.455429,0.514349,0.15088,0.198844,0.024835,0.723878,0.660186,0.086683,-0.191542,0.000635,0.539839,-0.548862,0.102367,0.06858,-0.213573,-0.27451,-0.935055,-0.266531,2.547617,-0.249045,2,5
16704,0.93001,0.097789,-0.49833,0.672251,-0.320259,-0.340087,0.574328,-0.01254,1.634228,-0.127144,-2.354738,-0.048476,0.079151,0.376318,-0.086577,0.170435,-0.906554,0.455339,2.517892,0.199931,-1.661899,0.157992,-0.387741,0.762672,-0.211631,0.041145,-0.609796,-0.406048,2.426653,-0.21864,2.482983,-0.267933,0.198834,0.199225,0.019843,0.724803,0.659224,-0.279819,-0.405957,0.390025,2.482983,-0.267933,0.198834,0.199225,0.019843,0.724803,0.659224,0.147556,-0.275029,0.449228,0.791887,-0.445519,-0.124527,0.068672,-0.214189,-0.271749,-0.935714,-0.406048,2.426653,-0.21864,2,5
16705,1.375668,-0.009455,-0.478238,0.677063,-0.313867,-0.331359,0.577299,-0.019002,1.459758,-0.167848,-1.937862,-0.340707,-0.103217,0.374432,-0.101295,0.179436,-0.90407,0.350788,2.067557,0.108303,-1.670741,-0.203604,0.208302,0.759649,-0.227194,0.054996,-0.60687,-0.469941,2.492029,-0.236714,1.109949,-0.323459,0.221287,0.200014,0.014801,0.72573,0.658097,-0.296355,-0.445011,0.358128,1.109949,-0.323459,0.221287,0.200014,0.014801,0.72573,0.658097,0.103964,-0.365071,0.203261,-0.442652,0.353346,0.067826,0.068765,-0.214433,-0.268767,-0.936512,-0.469941,2.492029,-0.236714,2,5
16706,1.350385,-0.147409,-0.572001,0.681329,-0.307017,-0.322988,0.580697,0.005533,1.456971,-0.063819,-1.673622,-0.616919,0.059207,0.372056,-0.115804,0.188887,-0.90138,0.407285,2.078268,0.054275,-1.870743,-0.46174,0.500519,0.756594,-0.241974,0.068219,-0.603623,-0.443492,2.386684,-0.197803,0.76869,0.230123,-0.271402,0.200872,0.009921,0.726236,0.657368,-0.224909,-0.448955,0.347427,0.76869,0.230123,-0.271402,0.200872,0.009921,0.726236,0.657368,-0.05663,-0.179715,-0.220073,-0.14829,0.573625,-0.238919,0.068635,-0.214601,-0.267413,-0.93687,-0.443492,2.386684,-0.197803,2,5
16707,0.949142,-0.424997,-0.282294,0.684868,-0.300448,-0.315002,0.584347,-0.027309,1.386912,0.010667,-2.164749,-0.423605,0.146411,0.36919,-0.130016,0.198958,-0.898449,0.486103,2.088269,-0.003552,-2.425591,-0.316813,0.877717,0.753619,-0.255831,0.081448,-0.599979,-0.353958,2.331214,-0.163845,1.218745,0.78029,0.151634,0.201494,0.006263,0.727504,0.655819,-0.326711,-0.31266,0.240638,1.218745,0.78029,0.151634,0.201494,0.006263,0.727504,0.655819,0.029218,-0.110298,-0.13665,0.227985,-0.020697,0.035376,0.068391,-0.214668,-0.266453,-0.937146,-0.353958,2.331214,-0.163845,2,5
16708,1.032839,-0.489863,-0.025803,0.687712,-0.29498,-0.307941,0.587547,-0.050846,1.118483,0.028589,-1.589026,-0.023655,0.34859,0.366699,-0.141555,0.20747,-0.895796,0.441795,1.854101,-0.036226,-2.214455,-0.011189,1.203705,0.751118,-0.266459,0.092179,-0.596929,-0.229228,1.999995,-0.114749,1.666089,0.557396,1.124163,0.203229,0.004528,0.727662,0.655122,-0.117682,-0.311702,0.086471,1.666089,0.557396,1.124163,0.203229,0.004528,0.727662,0.655122,0.052905,-0.09193,-0.420268,0.058807,0.052679,0.039534,0.06816,-0.214653,-0.265724,-0.937373,-0.229228,1.999995,-0.114749,2,5
16709,1.125655,-0.358259,-0.044318,0.690271,-0.290283,-0.30175,0.590092,-0.049236,1.031292,-0.01757,-1.075374,0.355762,-0.008924,0.364047,-0.153338,0.214805,-0.893205,0.293685,1.695202,-0.009254,-1.120986,-0.00356,0.587249,0.749401,-0.27421,0.101801,-0.594007,-0.029987,1.531056,-0.090048,1.618721,0.089821,0.829994,0.207747,0.005271,0.72516,0.656473,0.327452,-0.400224,-0.381766,1.618721,0.089821,0.829994,0.207747,0.005271,0.72516,0.656473,-0.021358,-0.072058,-0.49376,-0.037331,0.314275,-0.126396,0.067938,-0.214741,-0.265358,-0.937473,-0.029987,1.531056,-0.090048,2,5
16710,1.024919,-0.042283,-0.032887,0.693039,-0.285126,-0.295744,0.592399,0.017936,1.04789,-0.029043,-0.353688,0.194273,-0.230807,0.361428,-0.164745,0.221942,-0.890489,0.292425,1.647714,-0.006371,0.166287,-0.192036,-0.303752,0.747238,-0.281995,0.112129,-0.59122,0.000708,1.597843,-0.156944,1.041462,-0.280111,0.316693,0.212825,0.007165,0.722881,0.657341,0.296154,-0.352331,-0.537893,1.041462,-0.280111,0.316693,0.212825,0.007165,0.722881,0.657341,-0.043636,-0.024583,-0.419743,-0.272377,0.075806,0.045514,0.067751,-0.214801,-0.265297,-0.93749,0.000708,1.597843,-0.156944,2,5
16711,0.965982,0.277049,-0.160742,0.695656,-0.280411,-0.290428,0.594209,0.042692,0.936618,-0.051871,-0.427657,-0.06963,0.041938,0.358457,-0.177108,0.230882,-0.887037,0.456081,1.852162,-0.022463,-0.233573,-0.082934,-0.543022,0.743812,-0.292283,0.125046,-0.587944,-0.076532,2.041189,-0.256628,0.672534,-0.460395,0.274021,0.21648,0.007667,0.72147,0.657692,0.148609,-0.316124,-0.317391,0.672534,-0.460395,0.274021,0.21648,0.007667,0.72147,0.657692,-0.0282,-0.084682,-0.069364,-0.181737,0.234018,-0.021533,0.06759,-0.214775,-0.265439,-0.937468,-0.076532,2.041189,-0.256628,2,5
16712,1.388062,0.309995,-0.218477,0.698384,-0.276001,-0.285028,0.595686,0.02642,0.914551,-0.101068,-1.193574,-0.09385,0.600158,0.354961,-0.189143,0.240891,-0.883289,0.58087,1.884087,-0.097567,-1.438562,0.16365,0.388215,0.739946,-0.304341,0.138733,-0.583618,-0.180261,2.2783,-0.194567,0.299681,-0.197907,0.184519,0.219912,0.008764,0.719836,0.658329,0.206431,-0.255962,-0.344186,0.299681,-0.197907,0.184519,0.219912,0.008764,0.719836,0.658329,-0.012899,-0.151202,0.181009,0.150095,0.077493,-0.043465,0.067347,-0.214795,-0.265786,-0.937382,-0.180261,2.2783,-0.194567,2,5
16713,1.465495,0.177214,-0.048452,0.701665,-0.270611,-0.278364,0.597452,0.026763,1.119095,-0.124636,-1.558684,0.023116,0.968717,0.351431,-0.200111,0.249625,-0.879852,0.481176,1.710717,-0.116389,-1.995824,0.138222,1.29288,0.736508,-0.314678,0.150886,-0.579453,-0.12218,2.008501,-0.151391,-0.380972,0.217493,-0.241267,0.224215,0.011506,0.716963,0.65997,0.433492,-0.23495,-0.529818,-0.380972,0.217493,-0.241267,0.224215,0.011506,0.716963,0.65997,-0.002996,-0.113277,0.074191,0.0792,-0.216981,0.031538,0.067172,-0.214805,-0.266095,-0.937305,-0.12218,2.008501,-0.151391,2,5
16714,1.48942,-0.011658,-0.236817,0.70552,-0.264457,-0.270228,0.5994,0.01628,1.25787,-0.145092,-0.726275,-0.242232,1.027417,0.34858,-0.209416,0.256765,-0.87676,0.389711,1.564685,-0.089701,-0.612363,-0.280111,1.032616,0.734121,-0.321189,0.159225,-0.576673,-0.026365,1.468797,-0.096818,-1.030853,0.309327,-0.958752,0.226984,0.013455,0.714757,0.661377,0.341923,-0.177051,-0.300759,-1.030853,0.309327,-0.958752,0.226984,0.013455,0.714757,0.661377,-0.035479,-0.054397,-0.122456,-0.086662,0.138399,-0.074643,0.067135,-0.214736,-0.266489,-0.937211,-0.026365,1.468797,-0.096818,2,5
16715,1.088344,-0.10285,-0.297833,0.709199,-0.258212,-0.262061,0.601405,-0.003922,1.328185,-0.153598,-0.536259,-0.044593,0.610835,0.345389,-0.219131,0.264051,-0.873479,0.384072,1.503759,-0.089918,-0.21452,-0.251476,0.423056,0.731149,-0.329044,0.168811,-0.573284,-0.07804,1.571507,-0.135276,-0.443891,0.811283,-0.719971,0.226142,0.010987,0.714825,0.661638,-0.05195,-0.12468,0.29234,-0.443891,0.811283,-0.719971,0.226142,0.010987,0.714825,0.661638,-0.037361,-0.026956,-0.181403,-0.149489,0.284339,-0.080173,0.067058,-0.214792,-0.267108,-0.937028,-0.07804,1.571507,-0.135276,2,5
16716,0.725382,-0.073562,-0.217138,0.712733,-0.251732,-0.253862,0.603487,0.006797,1.345558,-0.130099,-0.680636,-0.181663,0.509922,0.342101,-0.229228,0.271335,-0.869942,0.373319,1.553587,-0.077395,-0.745694,-0.303271,0.178853,0.72742,-0.338084,0.179894,-0.569384,-0.098947,1.819885,-0.177546,0.457918,0.843358,0.002144,0.224222,0.007212,0.715526,0.661586,-0.163089,-0.118326,0.482451,0.457918,0.843358,0.002144,0.224222,0.007212,0.715526,0.661586,-0.017502,0.002448,-0.087762,0.004799,0.027148,0.031407,0.066985,-0.214919,-0.268045,-0.936736,-0.098947,1.819885,-0.177546,2,5
16717,0.69118,-0.045034,-0.294168,0.716005,-0.245755,-0.246106,0.605288,-0.003625,1.254729,-0.137272,-1.241933,-0.362229,1.4943,0.33821,-0.24083,0.280333,-0.865464,0.50428,1.826697,-0.100036,-1.220824,0.001685,1.115419,0.723254,-0.347783,0.19215,-0.564827,-0.080157,2.003402,-0.183469,0.713198,0.253538,0.261543,0.22346,0.00505,0.71527,0.66214,0.007325,-0.11602,0.267442,0.713198,0.253538,0.261543,0.22346,0.00505,0.71527,0.66214,-0.006472,-0.032901,0.039449,0.14616,-0.302922,0.132122,0.066929,-0.215133,-0.268972,-0.936425,-0.080157,2.003402,-0.183469,2,5
16718,0.673382,-0.255929,-0.402701,0.719389,-0.239221,-0.237914,0.607166,0.013603,1.338354,-0.135194,-1.761583,-0.026834,1.859224,0.334647,-0.2507,0.287743,-0.861606,0.398083,1.553497,-0.103482,-1.88736,0.300928,2.15976,0.718718,-0.357778,0.203933,-0.560224,-0.152484,1.992821,-0.177983,0.566335,-0.029367,0.237586,0.223532,0.00436,0.715,0.662412,0.023201,-0.070904,0.067311,0.566335,-0.029367,0.237586,0.223532,0.00436,0.715,0.662412,-0.035811,0.008571,0.022958,0.144574,-0.219538,0.022964,0.067171,-0.215313,-0.26938,-0.936249,-0.152484,1.992821,-0.177983,2,5
16719,0.332318,-0.317456,-0.48616,0.722722,-0.232287,-0.22949,0.609139,0.027037,1.388664,-0.118571,-0.979255,0.174255,1.428902,0.331762,-0.258078,0.29279,-0.858838,0.236422,1.144676,-0.092334,-1.605969,-0.031769,1.952139,0.715864,-0.364194,0.211624,-0.556881,-0.07781,1.303938,-0.085379,0.352068,-0.380763,0.373954,0.223962,0.004018,0.714726,0.662565,0.022453,-0.073971,0.005807,0.352068,-0.380763,0.373954,0.223962,0.004018,0.714726,0.662565,-0.054299,-0.002261,0.043057,0.109686,-0.004019,0.037748,0.067531,-0.215434,-0.269547,-0.936147,-0.07781,1.303938,-0.085379,2,5
16720,0.44485,-0.316707,-0.44251,0.725989,-0.225374,-0.220919,0.611016,0.028173,1.34874,-0.114106,-0.452948,-0.138891,1.226019,0.329632,-0.265112,0.297522,-0.855885,0.2434,1.186504,-0.027708,-0.347678,-0.227356,1.001673,0.713415,-0.368606,0.217465,-0.554867,-0.034175,1.058514,-0.112067,0.236084,-0.25842,0.278594,0.225092,0.004263,0.71404,0.66292,0.085071,-0.127676,-0.072882,0.236084,-0.25842,0.278594,0.225092,0.004263,0.71404,0.66292,-0.036924,-0.007761,-0.005854,-0.165659,0.174414,-0.007724,0.067798,-0.215556,-0.270138,-0.93593,-0.034175,1.058514,-0.112067,2,5
16721,0.244624,-0.318058,-0.281662,0.729059,-0.218292,-0.212794,0.612813,0.059411,1.361612,-0.102823,-0.931592,-0.329057,1.051728,0.3269,-0.272392,0.303008,-0.852716,0.30355,1.159464,-0.078054,-0.51009,-0.206479,1.049894,0.710262,-0.375433,0.224698,-0.551442,-0.154112,1.303578,-0.067146,0.713965,0.116421,0.105621,0.225982,0.003198,0.713307,0.663412,0.068274,-0.183431,0.040001,0.713965,0.116421,0.105621,0.225982,0.003198,0.713307,0.663412,-0.023694,0.009024,0.045392,-0.133773,0.165968,-0.084978,0.068072,-0.215755,-0.270782,-0.935678,-0.154112,1.303578,-0.067146,2,5
16722,0.06841,-0.219266,-0.251706,0.731984,-0.21122,-0.205092,0.614429,0.090467,1.31537,-0.097333,-0.890375,-0.538462,1.082742,0.324089,-0.278721,0.30831,-0.849839,0.308518,1.048362,-0.126094,-0.802162,-0.549232,1.221478,0.708006,-0.381545,0.229911,-0.54799,-0.185738,1.060991,0.066272,1.03116,-0.060139,0.093002,0.226148,0.002197,0.713216,0.663457,-0.019278,-0.098811,0.080233,1.03116,-0.060139,0.093002,0.226148,0.002197,0.713216,0.663457,-0.015112,0.014253,0.012005,0.115804,-0.120072,0.067088,0.068367,-0.215906,-0.271469,-0.935422,-0.185738,1.060991,0.066272,2,5
16723,-0.01691,-0.200391,-0.23516,0.734794,-0.204476,-0.197914,0.615709,0.105428,1.233788,-0.113219,-0.950046,-0.213115,1.400368,0.32108,-0.285356,0.314154,-0.846633,0.35747,1.118894,-0.140418,-0.946431,-0.307233,1.295649,0.706323,-0.385544,0.234644,-0.545349,-0.034055,0.828427,-0.001303,0.890541,-0.206757,0.187289,0.226419,0.002414,0.713027,0.663566,0.0271,-0.013617,-0.030623,0.890541,-0.206757,0.187289,0.226419,0.002414,0.713027,0.663566,-0.03605,0.046069,0.054224,0.201016,-0.201086,0.048846,0.068731,-0.216012,-0.271901,-0.935246,-0.034055,0.828427,-0.001303,2,5
16724,-0.04425,-0.186072,-0.427107,0.737578,-0.198038,-0.191095,0.616638,0.112756,1.170355,-0.14063,-0.986699,-0.227058,1.812227,0.317921,-0.291953,0.319836,-0.843442,0.336463,1.114067,-0.152153,-0.671537,0.061376,1.672167,0.702763,-0.391512,0.242214,-0.542379,-0.092991,1.265751,-0.171912,0.779731,-0.255226,0.244097,0.227862,0.004352,0.712294,0.66385,0.131808,0.008432,-0.266586,0.779731,-0.255226,0.244097,0.227862,0.004352,0.712294,0.66385,-0.048299,0.054549,0.077455,0.06989,0.137892,-0.0551,0.069131,-0.216089,-0.272078,-0.935147,-0.092991,1.265751,-0.171912,2,5
16725,-0.231114,-0.012944,-0.334337,0.740407,-0.191165,-0.184113,0.61754,0.140936,1.217281,-0.140458,-0.942168,-0.048823,2.022312,0.31498,-0.297728,0.325058,-0.840526,0.318252,0.995301,-0.156065,-1.197776,-0.058804,2.023815,0.698866,-0.398665,0.24951,-0.538886,-0.211649,1.354102,-0.102504,0.386397,-0.329645,0.129633,0.230302,0.007099,0.711284,0.664067,0.16972,-0.01995,-0.417138,0.386397,-0.329645,0.129633,0.230302,0.007099,0.711284,0.664067,-0.030337,0.06895,0.025079,-0.106041,-0.086673,0.014287,0.069364,-0.216165,-0.272346,-0.935034,-0.211649,1.354102,-0.102504,2,5
16726,-0.132467,0.142823,-0.176543,0.743166,-0.184938,-0.17697,0.61821,0.106818,1.151322,-0.142,-0.690343,0.077247,1.155162,0.31312,-0.300589,0.327817,-0.839129,0.156172,0.601396,-0.139696,-0.989345,-0.168097,1.74959,0.696628,-0.402345,0.254083,-0.536908,-0.047953,0.868982,-0.058315,-0.070095,-0.221347,-0.020715,0.232268,0.009033,0.71051,0.664188,0.116587,-0.062719,-0.263492,-0.070095,-0.221347,-0.020715,0.232268,0.009033,0.71051,0.664188,-0.024764,0.113924,-0.093321,-0.0377,-0.372443,0.128408,0.069671,-0.215124,-0.272254,-0.935278,-0.047953,0.868982,-0.058315,2,5
16727,-0.089119,0.160663,-0.163686,0.74554,-0.179104,-0.170541,0.618876,0.0844,1.075842,-0.138137,-0.279481,0.251536,0.519323,0.310874,-0.304149,0.331366,-0.837286,0.216023,0.643357,-0.153266,-0.540289,0.225376,1.188902,0.694706,-0.405053,0.259827,-0.534608,0.119119,0.820083,-0.134735,-0.002124,0.070042,-0.114345,0.233509,0.00935,0.709727,0.664586,0.100718,-0.105351,-0.109144,-0.002124,0.070042,-0.114345,0.233509,0.00935,0.709727,0.664586,-0.027062,0.113872,-0.15184,0.09674,-0.113051,0.044146,0.070187,-0.215096,-0.271769,-0.935387,0.119119,0.820083,-0.134735,2,5
16728,-0.091346,0.091468,-0.080894,0.747786,-0.173312,-0.164123,0.619551,0.078478,1.069202,-0.128575,-0.564708,0.017947,1.071629,0.308272,-0.310089,0.337151,-0.833752,0.40594,1.041664,-0.112992,-0.738596,0.070772,1.075625,0.692023,-0.409954,0.266281,-0.531165,-0.019718,1.099531,-0.054393,0.191406,0.143074,-0.123362,0.235225,0.01013,0.70891,0.664841,0.103555,-0.109554,-0.190371,0.191406,0.143074,-0.123362,0.235225,0.01013,0.70891,0.664841,-0.039616,0.132253,-0.123995,0.190118,-0.141559,0.022731,0.070773,-0.21508,-0.270982,-0.935575,-0.019718,1.099531,-0.054393,2,5
16729,-0.215976,-0.078428,-0.052525,0.74984,-0.168066,-0.158083,0.620083,0.05647,0.987991,-0.129998,-0.918894,0.077122,1.604951,0.305934,-0.314379,0.342655,-0.830758,0.426856,0.835548,-0.162789,-1.043188,-0.144718,1.178912,0.689568,-0.414399,0.27208,-0.52796,-0.020155,0.99685,-0.041926,-0.064007,0.129853,0.256791,0.236992,0.010487,0.708206,0.664958,0.070876,-0.144378,-0.162306,-0.064007,0.129853,0.256791,0.236992,0.010487,0.708206,0.664958,-0.070979,0.175595,-0.120428,0.008894,0.059828,0.032242,0.071379,-0.215007,-0.270029,-0.935821,-0.020155,0.99685,-0.041926,2,5
16730,-0.312265,-0.181517,-0.006405,0.751731,-0.163158,-0.15223,0.62057,0.037422,0.941943,-0.124557,-0.773546,0.103193,1.470637,0.30436,-0.316436,0.346436,-0.828985,0.315625,0.472293,-0.158376,-0.951977,0.165474,1.450082,0.687344,-0.418011,0.277232,-0.525326,0.000622,0.854677,-0.069553,-0.194162,0.484871,0.491964,0.238557,0.009986,0.707098,0.665585,0.122282,-0.207726,-0.059371,-0.194162,0.484871,0.491964,0.238557,0.009986,0.707098,0.665585,-0.093761,0.199613,-0.076018,-0.188682,0.544036,-0.171094,0.071806,-0.214963,-0.269469,-0.93596,0.000622,0.854677,-0.069553,2,5
16731,-0.423541,-0.161351,0.034845,0.753468,-0.158554,-0.14677,0.620971,0.037798,0.879425,-0.118759,-0.563723,0.148358,1.21755,0.302843,-0.318822,0.350143,-0.827067,0.304177,0.505509,-0.130956,-0.689463,-0.025116,1.295521,0.685281,-0.421257,0.281909,-0.522934,0.000677,0.774946,-0.067761,-0.255815,0.73378,0.239284,0.239765,0.009393,0.705546,0.666806,0.205908,-0.198286,-0.006404,-0.255815,0.73378,0.239284,0.239765,0.009393,0.705546,0.666806,-0.097557,0.197528,0.021273,-0.184335,0.345535,-0.094872,0.071876,-0.21498,-0.269572,-0.935921,0.000677,0.774946,-0.067761,2,5
