frame,pa_x,pa_y,pa_z,po_a,po_x,po_y,po_z,pav_x,pav_y,pav_z,rsa_x,rsa_y,rsa_z,rso_a,rso_x,rso_y,rso_z,rsav_x,rsav_y,rsav_z,lsa_x,lsa_y,lsa_z,lso_a,lso_x,lso_y,lso_z,lsav_x,lsav_y,lsav_z,lula_x,lula_y,lula_z,lulo_a,lulo_x,lulo_y,lulo_z,lulav_x,lulav_y,lulav_z,llla_x,llla_y,llla_z,lllo_a,lllo_x,lllo_y,lllo_z,lllav_x,lllav_y,lllav_z,lfa_x,lfa_y,lfa_z,lfo_a,lfo_x,lfo_y,lfo_z,lfav_x,lfav_y,lfav_z,label,subject_id
16732,-0.311942,-0.053235,0.00506,0.755117,-0.154124,-0.141717,0.621257,0.049557,0.822863,-0.129033,-0.466013,0.017016,1.197464,0.30169,-0.321422,0.353882,-0.824887,0.315098,0.5869,-0.088525,-0.393493,-0.131637,1.03328,0.683446,-0.423694,0.285747,-0.521281,0.016508,0.670671,-0.074142,-0.207934,0.357259,-0.025183,0.239933,0.008737,0.704081,0.668301,0.213309,-0.138965,0.006423,-0.207934,0.357259,-0.025183,0.239933,0.008737,0.704081,0.668301,-0.070488,0.159769,0.096171,0.025007,0.249033,-0.115074,0.071845,-0.215423,-0.270135,-0.935659,0.016508,0.670671,-0.074142,2,5
16733,-0.492915,0.022559,0.106106,0.756781,-0.149896,-0.137015,0.621322,0.064648,0.775273,-0.13618,-0.508545,0.071503,1.343178,0.300131,-0.323947,0.357891,-0.822735,0.33696,0.541223,-0.132288,-0.517903,-0.172651,0.826911,0.681467,-0.426412,0.289657,-0.519494,-0.02031,0.645268,-0.091082,-0.420237,-0.267598,-0.283668,0.240408,0.008781,0.702999,0.669267,0.165947,-0.071328,-0.008629,-0.420237,-0.267598,-0.283668,0.240408,0.008781,0.702999,0.669267,-0.046427,0.152452,0.051772,0.056601,-0.033507,-0.002412,0.071537,-0.215568,-0.270769,-0.935466,-0.02031,0.645268,-0.091082,2,5
16734,-0.465265,0.043625,0.0064,0.758375,-0.145991,-0.13264,0.621257,0.06054,0.717889,-0.142027,-0.484566,0.254786,1.460774,0.298737,-0.326113,0.361273,-0.820907,0.280503,0.463595,-0.118797,-0.634503,0.066198,0.977687,0.67918,-0.429723,0.293363,-0.517679,-0.096433,0.677829,-0.076852,-0.523856,-0.368218,-0.281922,0.240039,0.008092,0.70267,0.669754,0.044689,-0.036742,0.107877,-0.523856,-0.368218,-0.281922,0.240039,0.008092,0.70267,0.669754,-0.053566,0.152298,-0.046457,-0.076244,-0.340946,0.112345,0.071378,-0.215684,-0.271143,-0.935343,-0.096433,0.677829,-0.076852,2,5
16735,-0.376364,-0.01241,-0.033286,0.759846,-0.142238,-0.12833,0.621235,0.048603,0.699384,-0.130397,-0.255898,0.224311,1.413521,0.297635,-0.32789,0.363975,-0.819405,0.224679,0.375494,-0.092062,-0.504713,0.180129,1.358491,0.676903,-0.433236,0.296526,-0.515928,-0.148446,0.642348,-0.046391,-0.355178,-0.146583,-0.23336,0.240249,0.00791,0.702386,0.669979,0.033125,-0.043302,0.011281,-0.355178,-0.146583,-0.23336,0.240249,0.00791,0.702386,0.669979,-0.056622,0.131646,-0.040675,-0.041941,-0.121857,0.021148,0.071483,-0.215636,-0.271011,-0.935385,-0.148446,0.642348,-0.046391,2,5
16736,-0.437931,0.005827,0.068845,0.761183,-0.138403,-0.124012,0.621343,0.051203,0.706524,-0.107357,-0.508188,0.109172,1.352586,0.296754,-0.329165,0.366452,-0.818108,0.220169,0.300358,-0.090608,-0.462422,-0.048256,1.161757,0.675125,-0.436007,0.298762,-0.51463,-0.135813,0.479882,-0.03043,-0.376009,-0.290762,-0.346024,0.240319,0.007321,0.702358,0.66999,-0.017024,-0.056679,0.050719,-0.376009,-0.290762,-0.346024,0.240319,0.007321,0.702358,0.66999,-0.053366,0.115255,0.042587,-0.086899,0.177594,-0.038185,0.071559,-0.215532,-0.27089,-0.935438,-0.135813,0.479882,-0.03043,2,5
16737,-0.389409,0.062238,0.093632,0.762305,-0.134967,-0.12023,0.621466,0.050888,0.624782,-0.087063,-0.493106,0.145694,1.073692,0.296018,-0.329654,0.36806,-0.817456,0.140304,0.160449,-0.099687,-0.499894,-0.030707,0.810808,0.673253,-0.438574,0.301048,-0.513569,-0.129652,0.462135,-0.065271,0.032947,-0.431929,-0.170499,0.240027,0.006131,0.703027,0.669404,-0.140581,-0.053765,0.113926,0.032947,-0.431929,-0.170499,0.240027,0.006131,0.703027,0.669404,-0.028375,0.088845,0.113995,0.072561,0.047231,-0.070504,0.071503,-0.2155,-0.270962,-0.935428,-0.129652,0.462135,-0.065271,2,5
16738,-0.331581,-0.021628,0.111222,0.76326,-0.131836,-0.116866,0.621607,0.055953,0.576296,-0.080372,-0.23663,0.275313,1.035717,0.295456,-0.330192,0.369725,-0.81669,0.148015,0.203049,-0.083333,-0.432769,0.162901,0.847435,0.670826,-0.44178,0.303534,-0.512533,-0.178813,0.566262,-0.077279,0.20106,-0.188539,0.395946,0.240307,0.005895,0.703132,0.669196,-0.044418,-0.062073,-0.043598,0.20106,-0.188539,0.395946,0.240307,0.005895,0.703132,0.669196,-0.019759,0.090042,0.074657,0.093423,-0.163718,0.077502,0.071635,-0.21546,-0.270942,-0.935434,-0.178813,0.566262,-0.077279,2,5
16739,-0.611076,-0.002974,0.218374,0.764179,-0.128865,-0.11379,0.621672,0.058493,0.52162,-0.072539,-0.39878,0.064355,1.389865,0.294806,-0.331935,0.372091,-0.815142,0.213,0.341986,-0.033828,-0.896936,0.358716,1.502321,0.668197,-0.446296,0.305873,-0.51066,-0.29384,0.656956,0.021611,0.318361,-0.000389,0.594053,0.241591,0.006453,0.702253,0.669652,0.120896,-0.091804,-0.131264,0.318361,-0.000389,0.594053,0.241591,0.006453,0.702253,0.669652,-0.036584,0.096494,-0.032173,-0.116152,0.091561,-0.010492,0.071681,-0.2154,-0.27078,-0.935491,-0.29384,0.656956,0.021611,2,5
16740,-0.681523,-0.013652,0.067804,0.764962,-0.126457,-0.111091,0.621692,0.03347,0.442514,-0.068369,-0.703482,-0.010426,1.750664,0.294153,-0.332667,0.373933,-0.814236,0.168876,0.199241,-0.081099,-1.054903,0.044472,1.734024,0.666576,-0.450188,0.306845,-0.508776,-0.273355,0.472625,0.134601,0.326787,-0.011105,0.562589,0.243204,0.007467,0.700736,0.670645,0.230365,-0.101861,-0.180969,0.326787,-0.011105,0.562589,0.243204,0.007467,0.700736,0.670645,-0.039909,0.115862,-0.068299,0.115132,-0.005422,-0.055565,0.071678,-0.215379,-0.270693,-0.935521,-0.273355,0.472625,0.134601,2,5
16741,-0.733894,0.03505,0.124978,0.765625,-0.124174,-0.108495,0.621793,0.02681,0.423412,-0.05217,-0.411517,0.150345,1.578352,0.293809,-0.33183,0.374009,-0.814667,0.003857,-0.08379,-0.098037,-0.548548,0.129792,1.611086,0.665621,-0.452895,0.307282,-0.507359,-0.192534,0.307649,0.123146,-0.099629,0.07948,0.402049,0.24516,0.008865,0.698677,0.672063,0.32069,-0.115899,-0.229071,-0.099629,0.07948,0.402049,0.24516,0.008865,0.698677,0.672063,-0.032817,0.123622,-0.049902,-0.082551,0.142684,-0.007468,0.071632,-0.215341,-0.270702,-0.93553,-0.192534,0.307649,0.123146,2,5
16742,-0.77857,0.022087,0.184673,0.766132,-0.122286,-0.106339,0.621916,0.020664,0.351859,-0.037118,-0.09564,0.143166,1.493777,0.293461,-0.331854,0.374081,-0.81475,-0.011295,0.014419,-0.047408,-0.258541,0.041485,1.443285,0.664639,-0.456,0.307617,-0.505659,-0.221532,0.340236,0.164406,-0.220106,0.162732,0.051157,0.246861,0.010047,0.696483,0.673699,0.343732,-0.116194,-0.184049,-0.220106,0.162732,0.051157,0.246861,0.010047,0.696483,0.673699,-0.044184,0.101301,0.012068,0.094624,0.105579,-0.014896,0.071541,-0.215446,-0.270906,-0.935454,-0.221532,0.340236,0.164406,2,5
16743,-0.693258,0.014753,0.076471,0.766492,-0.120795,-0.104618,0.622056,0.014295,0.280565,-0.023214,-0.40526,-0.00662,1.810311,0.293122,-0.332392,0.374814,-0.814315,0.058706,0.108041,-0.031421,-0.369848,-0.125939,1.713708,0.663516,-0.459244,0.308076,-0.503916,-0.231308,0.365859,0.157683,-0.119599,0.018746,-0.41643,0.248962,0.011644,0.694385,0.675064,0.325067,-0.113009,-0.259091,-0.119599,0.018746,-0.41643,0.248962,0.011644,0.694385,0.675064,-0.036317,0.093228,0.117822,0.073863,-0.229071,0.070552,0.071503,-0.215555,-0.271004,-0.935404,-0.231308,0.365859,0.157683,2,5
16744,-0.676184,0.00089,0.224734,0.766686,-0.11961,-0.103156,0.62229,0.006153,0.262575,-0.00993,-0.405774,0.122763,1.993422,0.292983,-0.33217,0.374584,-0.814562,-0.039663,-0.020079,-0.0343,-0.340868,-0.104093,1.790748,0.662847,-0.461704,0.307825,-0.5027,-0.186958,0.217711,0.155457,-0.315041,-0.135807,-0.389833,0.249484,0.011765,0.693486,0.675794,0.124743,-0.078397,-0.082923,-0.315041,-0.135807,-0.389833,0.249484,0.011765,0.693486,0.675794,-0.036807,0.111313,0.07947,0.036249,0.016725,-0.006894,0.071803,-0.215563,-0.270942,-0.935397,-0.186958,0.217711,0.155457,2,5
16745,-0.85836,0.023304,0.397197,0.766779,-0.118725,-0.101926,0.622547,-0.010074,0.188524,0.006905,-0.133967,0.402415,1.699506,0.292925,-0.331239,0.373219,-0.815588,-0.149066,-0.180135,-0.037726,-0.090699,-0.054043,1.694843,0.662275,-0.463213,0.307939,-0.501995,-0.121984,0.155864,0.063206,-0.294556,-0.055411,-0.146537,0.249709,0.0113,0.692984,0.676233,0.05961,-0.074835,0.039257,-0.294556,-0.055411,-0.146537,0.249709,0.0113,0.692984,0.676233,-0.038393,0.106199,0.038924,0.089605,0.042637,-0.091664,0.071977,-0.215745,-0.270883,-0.935359,-0.121984,0.155864,0.063206,2,5
16746,-0.95156,0.069775,0.358129,0.766716,-0.118448,-0.101532,0.622742,-0.005191,0.063419,0.017358,-0.11948,0.378204,1.795225,0.292803,-0.330761,0.372314,-0.816239,-0.105625,-0.101915,-0.028891,-0.016463,0.190542,2.009112,0.661095,-0.465454,0.308556,-0.501098,-0.176801,0.273129,0.040979,-0.378336,-0.055277,-0.089967,0.250414,0.011356,0.692079,0.676898,0.126102,-0.084796,-0.036866,-0.378336,-0.055277,-0.089967,0.250414,0.011356,0.692079,0.676898,-0.029875,0.112435,0.041528,-0.102314,-0.196507,0.188431,0.07196,-0.215929,-0.270757,-0.935354,-0.176801,0.273129,0.040979,2,5
16747,-0.929083,0.151314,0.317452,0.766571,-0.118557,-0.101643,0.622882,-0.003413,-0.013729,0.020928,-0.353231,0.040202,2.413997,0.292808,-0.330356,0.371976,-0.816555,-0.032823,-0.067149,-0.02392,-0.333181,-0.272802,2.471212,0.659971,-0.467523,0.308888,-0.500449,-0.186267,0.224177,0.034143,-0.255705,-0.196096,-0.14059,0.250821,0.010962,0.691572,0.677272,0.056426,-0.08434,0.016479,-0.255705,-0.196096,-0.14059,0.250821,0.010962,0.691572,0.677272,-0.016519,0.109263,-0.01699,0.100793,-0.094152,-0.049537,0.072193,-0.215999,-0.270332,-0.935443,-0.186267,0.224177,0.034143,2,5
16748,-1.051901,0.177308,0.37832,0.766368,-0.118987,-0.102084,0.622977,-0.008462,-0.069452,0.021898,-0.341076,0.01446,2.623913,0.293187,-0.329021,0.370623,-0.817573,-0.115985,-0.238544,-0.013157,-0.249159,-0.237513,2.360376,0.659596,-0.467984,0.308341,-0.500849,-0.108626,-0.028591,-0.014091,-0.213618,-0.342642,0.089035,0.250762,0.009712,0.691689,0.677193,-0.056982,-0.095692,0.112579,-0.213618,-0.342642,0.089035,0.250762,0.009712,0.691689,0.677193,-0.022229,0.094317,-0.052955,-0.114929,-0.092425,0.052138,0.072466,-0.215931,-0.269771,-0.935599,-0.108626,-0.028591,-0.014091,2,5
16749,-1.023968,0.185924,0.495263,0.766076,-0.119762,-0.102906,0.623053,-0.012789,-0.131585,0.028042,-0.245468,0.19105,2.041348,0.293838,-0.326411,0.368145,-0.819502,-0.211137,-0.451326,-0.030875,-0.116472,-0.099729,2.136691,0.659523,-0.468571,0.307016,-0.50121,-0.146933,-0.091682,0.055378,-0.414858,-0.151156,0.23153,0.25098,0.008612,0.691379,0.677443,0.009176,-0.119862,0.087072,-0.414858,-0.151156,0.23153,0.25098,0.008612,0.691379,0.677443,-0.024108,0.080889,-0.048157,-0.083235,0.075012,-0.022548,0.072842,-0.215799,-0.269077,-0.935801,-0.146933,-0.091682,0.055378,2,5
16750,-1.097349,0.237605,0.695083,0.765549,-0.121283,-0.104455,0.623149,-0.027477,-0.222534,0.044711,-0.085876,0.259525,1.982526,0.294272,-0.324797,0.366676,-0.820646,-0.129329,-0.285021,-0.020485,-0.218423,-0.113328,2.532511,0.659395,-0.469889,0.305224,-0.50124,-0.205845,-0.088135,0.121326,-0.627336,-0.03167,0.145658,0.250578,0.007584,0.690902,0.678091,0.050559,-0.07798,0.096995,-0.627336,-0.03167,0.145658,0.250578,0.007584,0.690902,0.678091,-0.008333,0.042942,0.001364,-0.083975,0.347713,-0.131946,0.073175,-0.215524,-0.268733,-0.935937,-0.205845,-0.088135,0.121326,2,5
16751,-0.901825,0.144914,0.616158,0.764909,-0.123305,-0.106376,0.623213,-0.050111,-0.330263,0.053308,-0.320532,0.190783,2.759698,0.294482,-0.324579,0.36624,-0.820852,-0.035825,-0.057132,0.012216,-0.196896,-0.13994,3.116347,0.659356,-0.470179,0.303913,-0.501814,-0.128289,-0.12177,0.02904,-0.224918,0.07403,0.023218,0.250467,0.007342,0.690209,0.67884,0.107891,-0.034773,0.057232,-0.224918,0.07403,0.023218,0.250467,0.007342,0.690209,0.67884,-0.000996,0.006132,-4.00E-06,0.035311,0.024377,0.072003,0.073148,-0.215408,-0.26869,-0.935978,-0.128289,-0.12177,0.02904,2,5
16752,-0.852427,0.063214,0.507077,0.764192,-0.125635,-0.108789,0.623211,-0.041854,-0.400542,0.056373,-0.339933,0.208409,3.200561,0.294941,-0.32341,0.365109,-0.821651,-0.087093,-0.209322,0.001138,-0.182724,-0.089749,3.172935,0.660073,-0.469381,0.301747,-0.502925,-0.070669,-0.312744,0.040688,-0.094938,0.076555,-0.09484,0.250591,0.008204,0.689566,0.679438,0.124356,0.037356,-0.057817,-0.094938,0.076555,-0.09484,0.250591,0.008204,0.689566,0.679438,0.007079,0.002438,-0.041101,0.04203,-0.048499,0.053354,0.073206,-0.215383,-0.268622,-0.935999,-0.070669,-0.312744,0.040688,2,5
16753,-0.829148,-0.040465,0.449741,0.76337,-0.128495,-0.111712,0.623118,-0.052609,-0.489621,0.056727,-0.073785,0.280759,2.720545,0.295883,-0.320879,0.36288,-0.823291,-0.165179,-0.436444,0.001849,-0.061549,-0.113944,2.703659,0.661214,-0.467557,0.299157,-0.50467,-0.013902,-0.45942,0.002686,-0.265963,-0.033259,0.025501,0.250029,0.008592,0.689329,0.679881,0.064761,0.067763,0.033017,-0.265963,-0.033259,0.025501,0.250029,0.008592,0.689329,0.679881,0.013797,0.001002,-0.050126,0.026501,0.08596,-0.002523,0.073317,-0.215372,-0.268508,-0.936025,-0.013902,-0.45942,0.002686,2,5
16754,-0.97545,-0.002032,0.379353,0.762454,-0.131811,-0.115135,0.622923,-0.057121,-0.572315,0.055925,0.002351,0.244063,2.57289,0.296651,-0.319196,0.361639,-0.824214,-0.07311,-0.282266,0.009006,-0.175371,-0.048906,2.775121,0.661961,-0.466262,0.296984,-0.506169,-0.043961,-0.366314,-0.005952,-0.150907,0.007666,0.188336,0.249513,0.00873,0.688942,0.68046,0.080693,0.038964,0.053887,-0.150907,0.007666,0.188336,0.249513,0.00873,0.688942,0.68046,0.011399,-0.007503,-0.049816,-0.029939,0.115657,-0.058532,0.073352,-0.215399,-0.268516,-0.936014,-0.043961,-0.366314,-0.005952,2,5
16755,-1.079827,0.119491,0.340369,0.761395,-0.135649,-0.119108,0.622647,-0.064968,-0.664955,0.060714,-0.381182,0.330183,2.996965,0.297553,-0.317823,0.360441,-0.824944,-0.06641,-0.248571,0.041043,-0.427291,0.104379,2.979006,0.662807,-0.464504,0.294771,-0.50797,-0.014684,-0.418024,-0.038321,-0.194124,0.053045,0.083382,0.249412,0.009187,0.688304,0.681136,0.118459,0.023064,-0.003715,-0.194124,0.053045,0.083382,0.249412,0.009187,0.688304,0.681136,0.020978,-0.023035,-0.004983,0.036885,-0.060657,0.008479,0.073339,-0.215405,-0.26853,-0.936009,-0.014684,-0.418024,-0.038321,2,5
16756,-1.210492,0.269245,0.284644,0.76014,-0.140157,-0.123764,0.622275,-0.075738,-0.750235,0.067386,-0.581561,0.349397,2.98151,0.298833,-0.315105,0.358104,-0.826541,-0.163398,-0.500289,0.036147,-0.654335,0.122143,2.968708,0.664122,-0.462268,0.291787,-0.51001,0.009665,-0.584339,-0.012639,-0.302901,0.084923,-0.053725,0.248712,0.009213,0.687964,0.681735,0.068455,0.039598,0.039017,-0.302901,0.084923,-0.053725,0.248712,0.009213,0.687964,0.681735,-0.002021,-0.02318,-0.036333,-0.007514,-0.013909,0.042198,0.073542,-0.215292,-0.268461,-0.936039,0.009665,-0.584339,-0.012639,2,5
16757,-1.043737,0.261361,0.27055,0.758754,-0.145088,-0.128785,0.621817,-0.089059,-0.849956,0.070078,-0.424815,0.365572,2.682487,0.300603,-0.311258,0.35512,-0.828641,-0.180734,-0.64703,0.039259,-0.572029,0.087367,2.792736,0.66595,-0.459102,0.287891,-0.512693,0.018313,-0.72153,-0.004539,-0.230771,0.028634,-0.100181,0.24773,0.0089,0.687702,0.68236,0.061335,0.044007,0.130763,-0.230771,0.028634,-0.100181,0.24773,0.0089,0.687702,0.68236,-0.013995,-0.036815,-0.031648,0.017447,0.136622,-0.1083,0.073558,-0.215269,-0.268394,-0.936062,0.018313,-0.72153,-0.004539,2,5
16758,-0.909066,0.218404,0.170684,0.757169,-0.150574,-0.134507,0.621233,-0.088783,-0.960576,0.076945,-0.478532,0.207267,2.817335,0.302552,-0.307748,0.352633,-0.830303,-0.118117,-0.587039,0.06866,-0.627121,0.044475,2.777388,0.667802,-0.455787,0.283502,-0.515679,-0.009067,-0.787762,-0.005203,0.004702,-0.139087,-0.080983,0.246576,0.008567,0.687626,0.682859,0.035382,0.062401,0.142961,0.004702,-0.139087,-0.080983,0.246576,0.008567,0.687626,0.682859,0.022685,-0.050857,-0.004094,-0.065682,0.070069,-0.04387,0.073437,-0.21516,-0.268517,-0.936062,-0.009067,-0.787762,-0.005203,2,5
16759,-0.773987,0.140199,0.142752,0.755435,-0.156164,-0.140593,0.620616,-0.073153,-1.004384,0.090059,-0.619029,0.215899,2.960957,0.304838,-0.303678,0.349605,-0.832244,-0.150804,-0.686942,0.088379,-0.528269,0.093368,2.682941,0.669989,-0.4517,0.278302,-0.519259,0.000845,-0.944395,-0.014173,-0.009265,-0.05978,0.060418,0.24525,0.008343,0.68775,0.683215,0.010589,0.091515,0.143947,-0.009265,-0.05978,0.060418,0.24525,0.008343,0.68775,0.683215,0.019232,-0.058202,-0.043303,-0.000596,-0.044234,0.024332,0.073324,-0.215007,-0.268551,-0.936096,0.000845,-0.944395,-0.014173,2,5
16760,-0.80615,0.040584,0.182297,0.75349,-0.16221,-0.147292,0.619875,-0.070729,-1.099868,0.098483,-0.517172,0.302182,2.725406,0.307499,-0.298427,0.345646,-0.834814,-0.21335,-0.877648,0.087191,-0.482836,0.203492,2.574797,0.67238,-0.447525,0.272555,-0.52282,-0.014393,-0.999751,0.026744,-0.100695,0.060584,0.139812,0.243579,0.008198,0.688005,0.683558,0.001539,0.13031,0.16556,-0.100695,0.060584,0.139812,0.243579,0.008198,0.688005,0.683558,0.014527,-0.075158,-0.093958,-0.048293,0.016777,-0.034776,0.073233,-0.214805,-0.26856,-0.936147,-0.014393,-0.999751,0.026744,2,5
16761,-0.678326,-0.149159,0.090655,0.751305,-0.168853,-0.154701,0.618949,-0.073212,-1.216335,0.102828,-0.535089,0.306431,2.632748,0.310353,-0.292822,0.341726,-0.837353,-0.187999,-0.918603,0.091777,-0.83334,0.119391,2.751813,0.674882,-0.443183,0.266423,-0.526443,-0.020932,-1.04804,0.043991,0.07092,0.068693,0.108027,0.241845,0.008294,0.688192,0.683984,0.021009,0.153248,0.153111,0.07092,0.068693,0.108027,0.241845,0.008294,0.688192,0.683984,0.024844,-0.095212,-0.076179,-0.0667,0.150252,-0.041935,0.073086,-0.21457,-0.268628,-0.936193,-0.020932,-1.04804,0.043991,2,5
16762,-0.714765,-0.217672,0.034903,0.748876,-0.175863,-0.162802,0.617861,-0.058091,-1.291421,0.113751,-0.955128,0.281319,2.747918,0.313255,-0.287328,0.338104,-0.839643,-0.159842,-0.938165,0.103917,-1.123155,0.08455,2.873312,0.677451,-0.438593,0.260169,-0.530102,0.00383,-1.140596,0.037771,0.36821,-0.022835,-0.005282,0.240509,0.009072,0.688364,0.684272,0.024118,0.170876,0.032054,0.36821,-0.022835,-0.005282,0.240509,0.009072,0.688364,0.684272,0.037609,-0.095979,-0.081784,-0.0302,0.075249,-0.058661,0.072939,-0.214346,-0.268996,-0.93615,0.00383,-1.140596,0.037771,2,5
16763,-0.501168,-0.168548,0.009008,0.746176,-0.183054,-0.171497,0.616686,-0.033072,-1.387608,0.134999,-0.978542,0.17977,2.781045,0.3165,-0.280804,0.333851,-0.84233,-0.179141,-1.044727,0.099485,-0.928596,0.146004,2.800875,0.680334,-0.433127,0.253211,-0.534257,0.021726,-1.226641,0.033168,0.490661,0.043316,0.069979,0.239645,0.010263,0.688705,0.684215,-0.000672,0.176223,-0.022405,0.490661,0.043316,0.069979,0.239645,0.010263,0.688705,0.684215,0.046789,-0.073694,-0.157868,-0.017748,-0.204068,0.047234,0.072605,-0.214235,-0.269253,-0.936128,0.021726,-1.226641,0.033168,2,5
16764,-0.427877,-0.121825,-0.259078,0.743163,-0.1909,-0.180816,0.615282,-0.047495,-1.503462,0.137878,-1.199852,0.310886,2.760378,0.319823,-0.273679,0.329095,-0.845287,-0.215044,-1.13691,0.090123,-1.14312,0.197359,2.787005,0.683313,-0.427529,0.246047,-0.538297,0.027779,-1.248914,0.05519,0.64761,0.172199,0.131988,0.239037,0.011475,0.688914,0.684198,0.013827,0.152912,-0.044316,0.64761,0.172199,0.131988,0.239037,0.011475,0.688914,0.684198,0.043647,-0.036928,-0.265353,0.104992,-0.107463,-0.000677,0.072443,-0.214124,-0.269262,-0.936163,0.027779,-1.248914,0.05519,2,5
16765,-0.544818,-0.131337,-0.473632,0.739894,-0.199123,-0.19067,0.613638,-0.0423,-1.59007,0.139548,-1.208282,0.305149,2.697717,0.323438,-0.266175,0.324,-0.84827,-0.226329,-1.200634,0.114816,-1.387228,0.128436,2.994243,0.68639,-0.421459,0.238544,-0.542529,0.044282,-1.319837,0.049328,0.738593,0.229618,0.049385,0.238639,0.012463,0.689009,0.684224,0.020033,0.113826,-0.041896,0.738593,0.229618,0.049385,0.238639,0.012463,0.689009,0.684224,0.028053,0.012755,-0.28813,0.019507,0.013177,0.018811,0.072413,-0.214006,-0.269173,-0.936218,0.044282,-1.319837,0.049328,2,5
16766,-0.567499,-0.060258,-0.705804,0.736278,-0.207913,-0.201256,0.611689,-0.039997,-1.712007,0.14259,-1.345893,0.1494,2.564867,0.327354,-0.258303,0.318709,-0.851201,-0.220081,-1.255934,0.139511,-1.432146,0.122753,2.994456,0.689778,-0.414503,0.230144,-0.547199,0.06211,-1.482511,0.053328,0.976172,0.19616,-0.010374,0.237948,0.01245,0.689358,0.684114,-0.040261,0.063391,0.061476,0.976172,0.19616,-0.010374,0.237948,0.01245,0.689358,0.684114,0.014788,0.050151,-0.211234,0.052982,0.118345,-0.056611,0.072306,-0.213941,-0.269298,-0.936205,0.06211,-1.482511,0.053328,2,5
16767,-0.47003,0.020457,-0.898088,0.732363,-0.217273,-0.212318,0.609392,-0.054367,-1.811898,0.131994,-1.499558,0.082163,2.566514,0.331433,-0.249708,0.313272,-0.8542,-0.203991,-1.343791,0.130484,-1.51599,0.117277,2.63357,0.693534,-0.406631,0.220838,-0.552171,0.08874,-1.642842,0.072342,1.091521,0.117473,0.113769,0.236994,0.012217,0.690024,0.683778,-0.090927,0.076342,0.095276,1.091521,0.117473,0.113769,0.236994,0.012217,0.690024,0.683778,0.01589,0.075234,-0.134817,-0.030508,0.021162,-0.023743,0.072208,-0.21384,-0.269413,-0.936203,0.08874,-1.642842,0.072342,2,5
16768,-0.578923,-0.019905,-0.934109,0.728143,-0.227387,-0.223819,0.606636,-0.080993,-1.912514,0.111201,-1.83827,0.097696,2.373957,0.335389,-0.240741,0.307776,-0.857224,-0.208067,-1.442848,0.117812,-2.003493,0.026148,2.317788,0.697161,-0.398887,0.211608,-0.556846,0.090303,-1.685067,0.099053,0.967136,0.13777,0.145165,0.235664,0.012154,0.690382,0.683877,-0.029072,0.10822,0.10961,0.967136,0.13777,0.145165,0.235664,0.012154,0.690382,0.683877,-0.007339,0.124892,-0.090093,0.014281,0.179341,-0.026246,0.072146,-0.21358,-0.26954,-0.93623,0.090303,-1.685067,0.099053,2,5
16769,-0.000607,0.031175,-0.883556,0.723559,-0.238068,-0.235642,0.603538,-0.111557,-2.013875,0.096497,-1.499178,0.16859,2.296934,0.339673,-0.230626,0.301842,-0.860422,-0.1952,-1.533237,0.10172,-1.69253,0.094342,2.427012,0.701043,-0.390277,0.201757,-0.561709,0.123496,-1.735334,0.097133,0.988724,0.324022,0.241618,0.234389,0.012285,0.690273,0.684422,0.056576,0.10962,0.115303,0.988724,0.324022,0.241618,0.234389,0.012285,0.690273,0.684422,-0.030976,0.172121,-0.027224,0.067038,0.344164,-0.059483,0.071872,-0.213406,-0.270048,-0.936144,0.123496,-1.735334,0.097133,2,5
16770,0.26941,0.140154,-0.752657,0.718572,-0.249188,-0.247836,0.600114,-0.125039,-2.098528,0.095702,-1.817177,0.106148,2.168972,0.344241,-0.219501,0.295577,-0.863685,-0.182512,-1.663332,0.101131,-1.830882,0.174929,2.375666,0.705022,-0.380987,0.191144,-0.566795,0.12875,-1.858253,0.104126,1.053147,0.463339,0.38989,0.233311,0.012623,0.689679,0.685382,0.13619,0.096039,0.092984,1.053147,0.463339,0.38989,0.233311,0.012623,0.689679,0.685382,-0.035521,0.194944,0.077686,0.065927,0.144953,0.002995,0.071511,-0.213385,-0.270749,-0.935974,0.12875,-1.858253,0.104126,2,5
